id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-S4-04,view-orders,WF,False,S4,[L-S4-2],[L-S4-2],"Given State 4,",,"Then #s4 .bulkbar contains, in order, a btn-gray Bulk Inbound (Selected), a btn-gray Inbound + Outbound All Remaining, and a btn-green button with text exactly Restock Selected to Warehouse (3); the counter reads exactly Opens the restock confirmation modal — confirm qty · location · memo per item, then process in bulk.",8.5 State 4 — customer return and M3,1397,prose
QA-S4-05,view-orders,WF,False,S4,[L-S4-1],[L-S4-1],"Given State 4,",,"Then every #s4 table.tbl tbody tr action button text is exactly Cancel Inbound → Add Stock with class btn-red-line, and the result counter reads exactly Found 3 item(s) in this order · Found 1 order(s).",8.5 State 4 — customer return and M3,1400,prose
QA-S4-06,view-orders,WF,False,S4,[L-M3];[L-S4-2],[L-S4-2] [L-M3],,"When I click Restock Selected to Warehouse (3),",Then #m-restock gains class open and its header text is exactly Warehouse Restock — Order 412990 (rule 6b removes the trailing ✕).,8.5 State 4 — customer return and M3,1403,prose
QA-S4-07,view-orders,WF,False,S4,[L-M3];[L-S4-3],[L-M3] [L-S4-3],"Given #m-restock is open,",,"Then its lead paragraph is exactly Confirm the products, quantities, and locations to restock. Products with existing stock get their current location auto-filled. Restock qty defaults to 0 — enter only the qty actually returned (0 = excluded)., the table has header cells Product, Ordered Qty, Restock Qty, Location and 3 body rows.",8.5 State 4 — customer return and M3,1406,prose
QA-S4-08,view-orders,WF,False,S4,[BR-13];[L-M3];[L-S4-3];[L-S4-4],[L-M3] [L-S4-3] [L-S4-4] [BR-13],"Given #m-restock is open,",,Then the Anua row's Restock Qty input value is 0 and its Location input is empty with placeholder required inside a .loc-need wrapper; the other two rows' locations are A-03-2 and B-01-4; the footer button text is exactly Confirm Restock (2).,8.5 State 4 — customer return and M3,1409,prose
QA-S4-09,view-orders,WF,False,S4,[L-M3],[L-M3],"Given #m-restock is open,",,"Then the amber note contains exactly Anua has restock qty 0 → excluded. and if qty > 0 with no location, confirm stays disabled, and the blue note is exactly On completion, Current Stocks quantities and locations update automatically.",8.5 State 4 — customer return and M3,1412,prose
QA-S4-10,view-orders,WF,False,S4,[L-M3b],[L-M3b],"Given #m-restock is open,",,Then a textarea.mtextarea is present whose placeholder is exactly Return reason · condition (visible damage etc.) · notes — also recorded in the order's Comments history and the inbound log.,8.5 State 4 — customer return and M3,1415,prose
QA-S4-11,view-orders,ADMIN,False,S4,[E-29];[L-S4-4],[E-29] [L-S4-4] — negative (see L-12),"Given a line with restock qty 1 and an empty location,",,Then Confirm Restock is disabled; filling the location enables it.,8.5 State 4 — customer return and M3,1418,prose
QA-S4-12,view-orders,ADMIN,False,S4,[E-28],[E-28] — negative,"Given every line at qty 0,",,Then the button reads Confirm Restock (0) and is disabled.,8.5 State 4 — customer return and M3,1421,prose
QA-S4-13,view-orders,ADMIN,False,S4,[E-30],[E-30] — negative,"Given a line with ordered qty 1 and restock qty 2,",,Then the input is rejected inline and confirm is blocked.,8.5 State 4 — customer return and M3,1424,prose
QA-S4-14,view-orders,ADMIN,False,S4,[E-88],[E-88],"Given a return line whose SKU has neither existing stock nor a JIT origin,",,Then its Location renders as the amber required field and the qty>0 gate applies unchanged.,8.5 State 4 — customer return and M3,1427,prose
QA-S4-15,view-orders,ADMIN,False,S4,[DC-26];[DC-27];[DC-39],[DC-26] [DC-27] [DC-39] [PD-17 · OWNER-PENDING],,"When Confirm Restock (2) is confirmed,","Then return.restock_confirmed persists every line including the qty-0 one, each with {sku, ordered_qty, restock_qty, location_old, location_new}; a separate return.line_excluded persists for the qty-0 line; inventory.stock_applied persists with origin=return_restock; and the memo persists into [DC-26].memo and as an order comment.",8.5 State 4 — customer return and M3,1430,prose
QA-S4-16,view-orders,ADMIN,False,S4,[BR-12];[DC-25],[DC-25] [BR-12],,"When a return barcode is scanned,",Then return.scan_detected persists with order_status_at_scan set to the real status at that instant.,8.5 State 4 — customer return and M3,1433,prose
QA-S4-17,view-orders,ADMIN,False,S4,[DC-25];[E-87],[E-87] [DC-25],"Given a return barcode for an order that was never outbounded,",,"Then State 4 still opens and [DC-25].was_outbounded=false is recorded; restock is allowed and the anomaly is reported, not blocked.",8.5 State 4 — customer return and M3,1436,prose
QA-S5-01,view-orders,WF,False,S5,[L-S5-1],[L-S5-1],"Given tab 5 · Hold Order is active,",,"Then #s5 .holdbanner bold lead is exactly ⏸ Hold Shipment and its body is exactly CS team put this order on Hold per customer request (address change) — Order 414102 · Requested by Sara(CS) 07-13 09:20 after rule 6b (the banner carries a trailing .dot); the status pill text is exactly On Hold with class st-hold. The 07-13 09:20 fragment is quoted wireframe demo data, not spec prose, and is asserted verbatim.",8.6 State 5 — hold,1441,prose
QA-S5-02,view-orders,WF,False,S5,[L-S5-2],[L-S5-2] — negative,"Given State 5,",,Then the .ordercard button whose rule-6b-normalized text is Outbound (raw: Outbound2) has class btn-gray.,8.6 State 5 — hold,1444,prose
QA-S5-03,view-orders,WF,False,S5,[L-S5-3],[L-S5-3],"Given State 5,",,"Then Bulk Inbound (Selected) has class btn-green-line (enabled) while Inbound + Outbound All Remaining has class btn-gray, and #s5 .bulkbar .cnt reads exactly Hold order — Inbound allowed, Outbound blocked (ship after Hold release).",8.6 State 5 — hold,1447,prose
QA-S5-04,view-orders,WF,False,S5,[L-S1-13];[L-S5-1],[L-S1-13] [L-S5-1],"Given State 5,",,"Then the Actor Log contains a row with action exactly HOLD Applied, worker exactly Sara (CS) and memo exactly Customer address change request — shipment held.",8.6 State 5 — hold,1450,prose
QA-S5-05,view-orders,WF,False,S5,[L-F3];[L-S5-2],[L-S5-2] [L-F3],"Given State 5,",,Then a 🖨 Print button is present on the order card (State 5 is a print surface; State 4 is not — cf. QA-S4-03).,8.6 State 5 — hold,1453,prose
QA-S5-06,view-orders,WF,False,S5,[BR-50];[L-S5-F],[L-S5-F] [BR-50] — negative,"Given every state,",,Then no button on the page has text Hold Shipment or Release Hold — this page never applies or releases a hold.,8.6 State 5 — hold,1456,prose
QA-S5-07,view-orders,ADMIN,False,S5,[DC-44];[E-34];[L-S5-2],[L-S5-2] [E-34] [DC-44] — negative,"Given a stale client whose Outbound was enabled before CS applied the hold,","When outbound is posted,","Then the server rejects it with an explicit hold error, a red toast appears, and order.mutation_rejected persists with reason=on_hold.",8.6 State 5 — hold,1459,prose
QA-S5-08,view-orders,ADMIN,False,S5,[BR-32];[L-S5-2],[BR-32] [L-S5-2] — negative,"Given the disabled Outbound on a held order,","When it is clicked,","Then no send sound plays, no request is issued, and no state changes. (In the wireframe the sound does fire — demo limitations L-2 / L-11.)",8.6 State 5 — hold,1462,prose
QA-S5-09,view-orders,ADMIN,False,S5,[BR-7];[DC-10];[E-57],[E-57] [DC-10] [BR-7],,"When the last line of a held order is inbounded via bulk,","Then the inbound commits, no outbound occurs, and order.outbound_suppressed_hold persists with the hold requester and reason.",8.6 State 5 — hold,1465,prose
QA-S5-10,view-orders,ADMIN,False,S5,[L-S5-1],[L-S5-1] [PD-20 · OWNER-PENDING],"Given a hold applied with a free-text reason,",,Then that reason renders verbatim in the banner and is present on the persisted hold event read by this page.,8.6 State 5 — hold,1468,prose
QA-S6-01,view-orders,WF,False,S6,[L-S6-2],[L-S6-2],"Given tab 6 · Internal Inbound (Inbound Request) is active,",,"Then #s6 .intbanner .big is exactly 📦 Internal Inbound — Inbound Request, .warnline is exactly Not a customer order · Goes into Inventory · No Outbound step, and the .kv row contains Inbound No. 202607120001, WHOLESALE, 비엠유통, Requested by Dean · 07-12, Expected arrival 07-18.",8.7 States 6 / 6b and modals M5 / M6,1473,prose
QA-S6-02,view-orders,WF,False,S6,[G-12];[L-S6-2],[L-S6-2] [G-12],"Given State 6,",,Then #s6 .intbanner a has text exactly View in Inbound Request List → and its href ends with ../inbound-request/index.html#reqlist.,8.7 States 6 / 6b and modals M5 / M6,1476,prose
QA-S6-03,view-orders,WF,False,S6,[L-S6-3],[L-S6-3],"Given State 6,",,"Then #s6 .tile has length 4, reading Expected Qty (Total) = 800, Received (scanned) = 620, Remaining = 180, SKU = 2 SKUs (1 done); the received tile has class ok and the remaining tile has class warn.",8.7 States 6 / 6b and modals M5 / M6,1479,prose
QA-S6-04,view-orders,WF,False,S6,[L-S6-4],[L-S6-4],"Given State 6,",,"Then #s6 .scannote text is exactly Now scan product barcodes — each scan adds +1 to that product's received qty (continuous scanning · cursor auto-return · warning sound for products not in the request) after rule 6b (the note opens with a .dot, so its raw text begins 4 Now scan…).",8.7 States 6 / 6b and modals M5 / M6,1482,prose
QA-S6-05,view-orders,WF,False,S6,[L-S6-5],[L-S6-5],"Given State 6,",,"Then #s6 table.tbl thead th reads exactly SKU No., Brand, Product Name, Expected Qty, Received Qty, Location, Status after rule 6b (raw: Expected Qty9, Received Qty6, Location7); #s6 table.tbl tbody tr row 1 has class row-done with a .tag-done badge ✓ INBOUNDED; row 2 has class row-part with a .tag-part badge In progress · 180 remaining.",8.7 States 6 / 6b and modals M5 / M6,1485,prose
QA-S6-06,view-orders,WF,False,S6,[BR-24];[L-S6-5],[L-S6-5] [BR-24] WF-1 — negative,"Given States 6 and 6b,",,"Then no th and no label in #s6 or #s6b has text containing Carrier, and no input in either state is a carrier field.",8.7 States 6 / 6b and modals M5 / M6,1488,prose
QA-S6-07,view-orders,WF,False,S6,[BR-24];[L-S6b-1],[L-S6b-1] [BR-24] WF-1 (fixed 2026-08-03) — negative,"Given State 6b,",,"Then #s6b .donebanner must NOT contain the string Carrier recorded automatically. This assertion passes — the banner reads Received Date 07-26 14:02 · Carrier is not recorded since the WF-1 fix of 2026-08-03. (History: until that fix this was the document's one spec-declared expected failure; a failure here is now a genuine regression of the wireframe, not an expected signal.)",8.7 States 6 / 6b and modals M5 / M6,1491,prose
QA-S6-08,view-orders,WF,False,S6,[L-S6-8],[L-S6-8],"Given State 6,",,"Then the primary button's text is exactly Confirm Full Inbound (180 remaining) with class btn-gray, and a sibling button with text exactly Save Partial Inbound has class btn-line.",8.7 States 6 / 6b and modals M5 / M6,1494,prose
QA-S6-09,view-orders,WF,False,S6,[BR-24];[L-S6-F],[L-S6-F] [BR-24],"Given State 6,",,Then the helper text beside those buttons reads exactly On confirm: reflected in Inventory (Current Stocks) · Inbound Request List switches to INBOUNDED · Received Date recorded automatically — with no mention of Carrier.,8.7 States 6 / 6b and modals M5 / M6,1497,prose
QA-S6-10,view-orders,WF,False,S6,[BR-51];[L-S6-6],"[L-S6-6] (see L-13) — negative, documents demo limitation L-13","Given State 6,","When I set #s6 table.tbl tbody tr:nth-child(2) input.qtyin value to 130 and dispatch input,","Then no visible button.flsave appears (getClientRects().length > 0 count is 0). This documents demo limitation L-13 — the wireframe binds the floating-save handler only to .shelf input and .locin, never to .qtyin. The spec requires the pattern on .qtyin [L-S6-6] [BR-51], so the positive assertion is QA-S6-45 [ADMIN], and this [WF] result must not be filed as a product bug. Contrast QA-S6-11, the .locin twin, which is wired and passes.",8.7 States 6 / 6b and modals M5 / M6,1500,prose
QA-S6-11,view-orders,WF,False,S6,[L-S6-7],[L-S6-7],"Given State 6,","When I change row 2's value to B-02-08 and dispatch input,",Then in #s6 table.tbl tbody tr row 1's input.locin value is A-05-11 and row 2's is B-02-07; Then a visible button.flsave appears (rule 7b); pressing Enter turns it into ✓ Saved.,8.7 States 6 / 6b and modals M5 / M6,1503,prose
QA-S6-12,view-orders,WF,False,S6,[L-M6];[L-S6-9],[L-S6-9] [L-M6] (see L-10),"Given State 6,","When I click document.querySelectorAll('#s6 button.qedit')[1] (the row containing SKU 100052124),","Then #m-qtyedit gains class open with header text exactly Edit Expected Qty — Inbound No. 202607120002 (rule 6b removes the trailing ✕; the …0002 vs State 6's …0001 difference is intended demo renumbering — L-5), a New Expected Qty input valued 120, helper text exactly 300 → 120 (−180), and a required Reason select whose three option labels are exactly Damaged/defective — cannot accept, Supplier qty change, Other.",8.7 States 6 / 6b and modals M5 / M6,1506,prose
QA-S6-13,view-orders,WF,False,S6,[BR-53];[G-11];[L-M6],[L-M6] [BR-53],"Given #m-qtyedit is open,",,Then its select has exactly 3 options and the third option's text is exactly Other — not Other (memo) [G-11].,8.7 States 6 / 6b and modals M5 / M6,1509,prose
QA-S6-14,view-orders,WF,False,S6,[L-M6],[L-M6],"Given #m-qtyedit is open,",,"Then its memo textarea has value exactly 1 box damaged — 180 units rejected, returned to supplier, its note contains, as case-sensitive substrings, Confirm Full Inbound enabled, auto-posted as a Comment on this Inbound Request, the requester (@Dean) gets a Slack alert and The request list qty cell shows the edit history (300→120). — that fourth fragment is sentence-initial in the modal, so it is quoted here with its capital T and closing period, and the .foot button text is exactly Save Qty Edit.",8.7 States 6 / 6b and modals M5 / M6,1512,prose
QA-S6-15,view-orders,WF,False,S6,[L-M5],[L-M5],"Given State 6,","When I click Save Partial Inbound,","Then #m-partial opens with header exactly Save Partial Inbound — Inbound No. 202607120001 (rule 6b removes the trailing ✕), body lead exactly Only 620 of the 800 expected units have been received (180 remaining)., the per-SKU line exactly 1025 Dokdo Cleanser, 150ml — expected 300 / received 120 / remaining 180, and a Reason select whose three option labels are exactly Split shipment — remainder arriving later, Short delivery (needs supplier confirmation), Partially damaged — will be returned to supplier.",8.7 States 6 / 6b and modals M5 / M6,1515,prose
QA-S6-16,view-orders,WF,False,S6,[L-M5],[L-M5],"Given #m-partial is open,",,"Then its note contains exactly the strings added to Inventory immediately, Partial Inbound (620/800), 3 stages: REQUESTED → PARTIAL → INBOUNDED and rescan the same tracking number to continue in State 6; its memo placeholder is exactly e.g. Remaining 180 units arriving Friday — also recorded in the request's Comments; the footer button text is exactly Save Partial Inbound.",8.7 States 6 / 6b and modals M5 / M6,1518,prose
